token;freq
ɪpajpejdow;1
lɛkts;77
ufə;3
ulɪf;2
tɹuejaj;1
tubz;151
skɹæm;50
ɹɑks;444
læktən;12
θɹɛʃ;129
pɹ̩ɛntəl;70
hɔɹni;13
ɹɪd͡ʒəz;78
wɪskɹ̩;1
æpɑp;220
pɛɹ̩əv;1
ɪtɛlajn;1
sulz;22
jowk;41
zajmz;205
snawt;30
ɹænə;82
plænɪɹəstɹɪs;1
fajsɑl;1
fowm;54
ɹæft;43
biəl;242
d͡ʒɛnts;137
lɛktɪnz;2
ejtɹə;15
tɑfɹɪnojdz;2
jowks;6
nænəfɹɪz;8
lɑd͡ʒi;29
pawt͡ʃ;19
ɡʌlp;2
ædnts;1
ɑspə;6
bɪv;30
dwɛlɹ̩z;27
ætəmz;815
ɡʌt;144
kjubən;406
tiowpɪləs;3
sɛptən;7
ɹælʃejpt;1
tuθ;477
ænsɹ̩z;1
klɔɡd;5
niowt;2
niətinɪk;2
tjɹ̩ɹ̩əs;99
tojəs;36
bɪstowmə;2
ɡɹæsəl;7
tajɡɹ̩;196
tɪɡɹənəm;2
fidz;65
bɹudz;12
sejtinəz;1
kojl;93
spidz;227
bɹænsɪz;1
ɪkθjəfəs;1
ɡluti;6
nowsəs;31
blʌnt;46
vɪvɪpɹ;5
flownɛktis;2
skɹæp;80
klajnz;57
ɹæsp;34
ɪð;162
lajəl;72
ləpədz;63
ɹɪŋd;20
sajfownɑps;1
mətəfɑd͡ʒi;1
bæt͡ʃ;104
dɛsmɑɡ;2
nɑθɪs;8
bɹajowz;22
pɹ̩s;99
ɡɑɹdz;486
kəlɑstɛθɪs;1
stʌk;95
dɪps;17
ælts;2
stɛt;30
θajz;31
dɪt͡ʃ;78
pawt͡ʃt;2
sʊɹi;65
pɔɹz;67
dɑɹt;133
kɹɛvəs;7
ɹəsɛt;43
bɹɑmɛli;10
tɪlajzd;10
d͡ʒɛnowmz;57
ɑtɪps;4
dɪplojd;25
tɑksə;142
pɪkɑɡɹæmz;1
pɡ;27
kwɛŋk;62
ɡb;81
kɑlɪs;14
kejtɹ̩;109
sajɹən;22
ɹajnəfɹɪnəs;1
sɑlɪs;13
hɪnd͡ʒd;19
hʊks;42
flæn;153
klɑmi;1
ɛlm;33
smɛl;85
pɛdi;35
vowmɹ̩;1
wɛɹi;61
hɔɹnd;30
ətowfɹɪz;1
lʊɹz;7
pænə;264
ɡɹæb;60
dwd;55
ɡʌlpt;1
kɹʌsts;2
bɹænt͡ʃiəl;3
tɹæpt;161
skɹejp;12
spejd;26
skwiks;2
ɡɹʌnts;6
klɪk;77
bæts;236
dɪkæmptədən;1
skwik;41
jɛlp;2
ɡlɪmps;22
lun;203
ownətɹ̩;13
skɹim;67
najlz;69
spajnz;38
θʌmz;18
sɪnɹ̩iəs;2
ɑdɹ;11
ɡlɑɹ̩;19
lʌnd͡ʒ;8
ɡɹuvz;24
tajɹ̩z;50
θɹɛts;185
slz;9
ʃɑv;20
jɔn;5
kajɛn;6
tæɹət͡ʃə;1
lowsə;22
tɛtɹowdowtɑks;2
tks;34
pʌfɹ̩;6
θæmnəfəs;3
puni;37
fawl;147
kʌlɹ̩z;259
kʌlʊɹ̩ə;17
flæd͡ʒ;30
ʃɹu;11
blɑ;223
ɹɪð;2
læʃ;66
towmajz;1
flejt;31
ətowfɹin;1
sɛfəlɪs;18
kwædɹə;11
dɹɑsəfi;12
ɪləs;48
ɪʌkn;42
owzown;93
t͡ʃɪtɹɪd;11
ajɑmi;4
wɛbz;18
tunɪs;27
kænɔɹəs;4
lɛɡəd;55
skɛɹs;116
dɪktəbəl;116
ɔɹɡənowfowz;2
niɑn;58
kowti;5
nojdz;25
t͡ʃowlinəstɹejs;2
əsɛtəl;49
t͡ʃowlin;18
hɪbətɹ̩z;165
vɹ̩səbəl;117
sejfɹ̩;68
t͡ʃowlɪn;16
hɪbitow;27
bɪldʌp;26
sɪtu;35
zuz;35
əkwɑɹ;100
pətit;32
mælspɑt;1
ɑɹt͡ʃow;1
zuθk;1
ɑɹkajvəl;34
tɹɛm;126
jukɑn;45
bɛɹɪŋ;46
t͡ʃukɑt;5
ɑkɹʌɡ;6
t͡ʃukt͡ʃi;5
klejv;87
kwɑdɹu;56
d͡ʒunow;75
əlæskən;52
owl;227
ɡɪs;350
ɹɛfjud͡ʒɪz;27
d͡ʒuə;90
əlut;94
tənænə;9
ɹ̩θɛd;42
bɛɹɪŋd͡ʒənz;1
tlɪn;20
tsɪmʃi;10
ɡɹowvɹ̩;28
lækət;3
əlu;61
əlæskənz;6
jʌp;7
ɑlu;759
ɡwɪt͡ʃ;2
æθəbæskən;5
ɹɛfjud͡ʒ;255
slowp;138
dajowmid;9
kɑt͡ʃɪz;1
ɑv;94
əʃɔɹ;41
ɹkɪn;3
kuv;3
ɹ̩ɛn;13
ajkɑnz;62
kojək;1
ɡejbɹiəl;164
ɡvɑzdɛv;1
sajbɛɹi;41
ʃɪz;22
təkɑv;2
pævlət;1
pɛlts;11
fajnəst;111
vældɛz;27
ɑɹkejŋɡəl;21
nɔf;39
mɑɹt͡ʃt;176
sw;681
æɡæt;7
kɪskə;7
əlts;22
ədæk;4
nowm;94
ʃæm;150
tsunæməs;7
mɛɡæθ;1
ɹʌst;41
wɔks;171
pɔɹtəd͡ʒ;10
dɑkt;28
tsunə;42
vajvɹ̩z;137
lɪdiə;8
sɛlkɹɪɡ;1
pæt͡ʃt;109
kɑptɹ̩z;121
kɛni;28
stɹɑf;49
pɹʌd;15
ænɪl;7
ɛksɑn;19
ɹif;242
spɪlɪŋ;6
dɹɪlɪŋ;65
tajdəl;95
ʃɔɹ;578
ʃɪʃɑldɪn;1
ɹejŋɡəl;8
tajdz;181
mæfɹɔst;11
ɡlejʃɹ̩;57
mejtənəs;4
susɪt;2
ɹæŋɡəl;10
kɛt͡ʃɪkæn;17
məkɪn;34
pɛp;315
ʌtki;4
əvɪk;5
kɔɹ̩d;82
kowtz;7
bwɛ;27
kowbək;3
kʌskək;4
dɛltəz;14
ejkɹ̩ɪd͡ʒ;11
stætu;121
stɛdɪŋ;4
doj;45
ɹɪkɔɹdɹ̩;55
tiɹd;17
tiɹz;61
t͡ʃud͡ʒiæk;1
jɑku;9
kdps;5
skɹ̩ts;87
wɔsəl;3
kfb;51
kfk;20
wɛtəst;35
majldɹ̩;33
dfk;5
dɪlɪŋ;4
bɛθəl;27
pɹɑspɛkt;105
snæɡ;6
wajowmɪŋ;175
həwɑi;101
lændɹ̩;56
ajpinowz;20
pajnz;386
tɑɡə;18
bʌnd;89
mænt;135
jupɪk;3
ɡæks;25
dɛɡ;35
næɡ;39
lɪkɑt͡ʃək;1
kojukɑn;1
tænɑkɹɔs;2
ejək;1
tæntɪzəm;75
hɔɹt;65
kæθlɪks;301
kwɑk;73
lækə;6
d͡ʒejnz;21
mɑsk;332
stʌfs;28
zɪŋk;240
lɑd͡ʒ;197
bejsənz;103
bækən;18
æθəbəs;43
dusəbəl;12
dɹejts;53
swɑθs;6
tænsɪz;270
dɛndz;18
sɛnsɪz;53
niʃ;325
powstəl;102
ʌsps;4
powtə;180
tus;152
ɡɹili;1
kɹim;178
slɛd;61
wejl;195
stajkin;4
flɔtɪst;7
kɹejzi;85
pæmjuə;1
fæŋ;38
fajɹ̩ɑɹmz;92
kwejn;56
kvz;7
mɛɹə;26
kʌmb;3
nænə;88
ɡejl;350
d͡ʒejt;167
ævtɛk;1
wɛld;75
dɹejn;103
pɹɑpt;9
ɹ;157
kiit;6
spɹ̩z;38
ɪklɪps;64
usi;4
hili;46
buz;6
t͡ʃivɹ̩;19
mowdz;232
bɛlɪŋ;56
wejlz;1257
dɔɡsəld;3
dajzd;92
hʌbz;48
mjutɹ̩;91
ɹævn;2
dajzɪz;17
sajdi;60
ɛɹstɹɪp;13
sɪɹəm;59
ɡt͡ʃi;2
pojntiz;12
mɛɹ̩iz;42
minɹ̩;80
dɪlɪn;75
hɪɹz;94
awns;10
kænəbəs;38
tæbz;11
pælɪn;14
bajdən;37
mɹ̩kowz;2
sɑkɑɹ;1
lɑsən;1
dimɹ̩;14
hʌls;2
jejl;210
bejaj;221
ajsən;185
klejvz;55
bɛɹɪŋɡə;3
nejsənt;36
fajbɹ̩z;129
fɹuts;175
ojlz;72
bɹs;84
ækwəfɹ̩z;19
tibi;632
mowdi;84
ɡæləli;27
mʌŋ;6
æzu;13
ɹɑt͡ʃs;141
ɪstæn;716
pɑkəs;6
towsɪnt;2
tajɡɹəs;32
fɹejts;54
tɑɡɹæfs;7
lɛntəlz;10
ʌnjənz;36
ɡɹejps;58
fɪɡz;28
flʌd;453
d͡ʒub;2
mɛɹɡɑɹ;9
plawʃɛɹz;4
ɹɪzə;3
pəɡən;3
skwɑʃ;56
kowə;80
mejow;197
t͡ʃɪnt͡ʃəp;1
æztɛks;17
ɹejst;59
mɑajəz;4
swɑmp;71
pinət;31
pajnip;45
t͡ʃɛnəpowdi;1
stɹɔ;110
t͡ʃɪliən;250
tɹɑljənz;86
dɪtd͡ʒ;2
jæmz;13
mænɹ̩z;5
kowlʌmbiən;80
ajɑk;73
tɹ̩nəps;4
hejbɹ̩;29
bɔʃ;32
klɪɹd;137
sælɹ̩id;10
faw;77
ɑɹdəs;132
ɹowlowvɹ̩z;1
ɹɪsks;173
pɹən;75
ɡɹowz;171
nʊɹ;35
t͡ʃowkow;102
lɛɡjumz;22
wʊl;148
hɛmp;27
mjulz;17
bif;184
bɹidz;131
tɪlɪd͡ʒ;7
kʌlɪŋ;5
mɛndz;80
mojɑ;89
tiowz;115
dɹəəlz;11
bɑts;187
dɹʌd͡ʒɹ̩i;1
dɹownz;43
tɑnəməs;9
fɑɹmd;54
bajowtɛk;175
nɛti;59
hɛktɑɹ;20
bʊʃəlz;7
ɡmow;9
d͡ʒɹ̩mlinz;1
dʊɹə;59
bajowsejf;2
ɡmowz;12
ɡlɪfəsejt;9
spɹejd;35
spɹejz;6
bəsəl;136
θɹ̩ɪŋd͡ʒiən;40
biti;406
vɑɹz;35
tɪlɪs;48
hɛd͡ʒɪz;17
fɛld;254
ɪmɪts;45
sɑlin;88
tɹowf;32
blumz;58
ænɑks;31
lit͡ʃ;100
ənɑm;61
ejlajz;28
dɹawts;53
ɡænd͡ʒəz;43
pejs;328
fæmən;154
kwowt;83
ɑɹow;202
lʊɹ;38
ɡɡ;8
ɡɡz;1
ɛkwətiz;7
hænsɪz;21
bajawt͡ʃɑɹ̩;2
pɛtɹow;81
kænts;113
æɡɹəpləs;1
nɛlz;474
mʌlt͡ʃ;8
sidlɪŋ;8
tʌb;95
jl;141
lpd;1
ldp;9
pɑlipɹəpi;14
pɑlivajnəl;8
pvk;17
ɹɛzədu;77
mʌlt͡ʃɪŋ;1
kɹɑpləs;4
mækɹəpləs;1
sɪlɪd͡ʒ;9
d͡ʒus;72
əv;56
kɔɹ̩z;170
stɑks;86
mɑnow;119
ojlsidz;4
sɛsəmi;36
spʌnd͡ʒi;8
sajtojdz;1
sowli;215
wɑsps;44
æɡɹəbɪsi;15
bajz;177
d͡ʒʌtsi;1
æɡɹowmɪn;1
kɹɔft;55
ɛtejbəl;93
fɪst;100
mɛskə;8
dɪstowpiə;13
jutowpiə;42
mæθju;260
owɡi;6
owɡɹ̩;5
itən;82
blɛɹ;142
ɹʌnt͡ʃi;10
bɪlɪŋ;38
dɹ̩əm;99
sætɹ̩əst;14
sætajɹ̩z;11
kɹowm;125
vowɡ;42
klajv;77
æθəniəm;16
pɹowvəns;53
pɹətɹ̩;122
ɡɑzə;59
pævlow;11
viən;775
məθajəs;68
tawz;19
vɛdən;22
ɪʃæd;7
æɪm;17
ɛfajd;3
swɑ;114
pɹæb;14
vænən;10
tɑɹzænə;2
mædəm;103
kukɹ̩;3
howpu;1
d͡ʒɹ̩n;62
məkmɪl;82
ɹɑp;40
wɑts;70
swə;49
hɛmz;1
dɹutən;2
pɹəpən;30
hʌmfɹi;53
tɹɪst;108
ɛnsɹ̩;5
ɛlɛsdi;20
ælpɹ̩t;9
dɑɹst;1
dɹ̩t;74
ɹænt͡ʃ;124
tinz;44
sɹ̩f;132
lɛktɹ̩n;3
jubəl;11
ɹibɛɹow;9
ivnɪŋz;40
smajl;88
vɛɹɛz;69
dɛmi;103
bɛlɪm;1
ɑɹt͡ʃɛɹə;2
t͡ʃowθɹ̩;53
bɹɔbɑk;1
nowzd;164
ʌkzf;3
ɛsɑlən;1
əlɪnd;15
jæɡəpəl;1
owd͡ʒaj;3
dɛθbɛd;31
ɪklɪpst;30
nɑnowz;7
kɹift;2
t͡ʃæpəl;244
kɑmp;74
zowltən;4
dɑnəl;21
lʃɛln;3
vəl;79
kojlz;23
kɛlmən;1
ajlow;33
d͡ʒæŋk;4
lɪzən;3
hajmi;38
d͡ʒʌk;13
mɛv;29
lzaj;2
bɛdɪk;1
kɹɑməsəl;1
tojfəl;4
lawdən;13
libɹ̩;23
ɪlz;91
ɹisow;4
kəlowsi;4
fɛt;107
t͡ʃɑli;21
ɑɹt͡ʃəmid;1
bɹɪŋk;51
wajs;173
klæks;6
ɹowk;32
æzkuə;1
mɛnt͡ʃiɑɹi;1
winɹ̩;49
bɹɪts;6
suzæn;37
kɔldɹ̩;19
fləmən;20
d͡ʒɹ̩owm;135
nuɡəl;1
kɔd;4
hɹ̩m;12
pɑlɹ̩;1
d͡ʒejk;51
ɹik;24
wɪpf;1
wɑt;63
hʌl;239
mɪnz;102
ək;106
zʊɹɪk;42
sumɹ̩ɪsts;2
sætɹ̩əsts;9
fowə;5
ɡænə;204
ɑzɹ̩;1053
bɑzniə;643
kɹowə;1808
sɪɡən;1
pɹ̩kənz;40
bajɑpɪk;21
lʌvlejs;153
spejst;47
t͡ʃɪdz;21
ædənow;42
pʊɹin;13
lɪzəm;163
tɹænə;28
sejpən;8
tɑt;418
sætɹæp;27
təkɹ̩;17
dɑnow;42
blɑkt͡ʃn;7
kɛt͡ʃ;3
kɔɹvɛts;16
næbəkɑv;13
ɡm;105
ɡəm;40
t͡ʃɛɹt͡ʃiə;19
kowli;103
ædɑ;2
ɹ̩din;615
sɪɹ̩;159
liown;50
d͡ʒʌŋks;4
dejmən;92
mejɪkə;161
bɹ̩ɡs;20
pɹɛskɑt;17
vælək;1
skow;373
sæskæt͡ʃəwɔn;102
mæləkɔf;2
ɹɑpi;101
jowɑkɪmz;1
mɔɹɪsi;1
kwbɛk;22
putən;1
kejd͡ʒ;105
əbɹdn;1
kɛlow;3
ɡzfp;2
ɹfk;45
ɔɹkni;49
kwɛs;45
təmɛɹ;1
kɹowl;18
klɔɹəl;5
tʌð;7
kɛlp;13
zajləm;13
flowm;12
t͡ʃɑɹow;13
əd͡ʒaj;3
stownwɹ̩ts;1
sajænowbæk;36
klɔɹow;95
dowsɪm;22
æsɛks;86
bɹjəfajts;9
zojdz;3
tətɹɑf;8
mɪksətɹɑf;2
mɑtɹow;1
zətɹow;1
fəɡətɹow;1
ɡlɛnɪdz;1
nɔflæɡ;22
ɹ̩ɑtɹowfs;4
hlɔɹət;1
sɪtɪk;70
ɹ̩ɑtɹɑf;7
ɑpi;215
ajɑ;229
pɹowkɹ̩i;42
tɹ̩ʌm;18
timə;28
vɑlvɑks;1
kɔɹəl;242
ɛtəb;4
mædɹɛpow;1
ɡmɛlɪn;9
awjuɹu;1
dɑspɹ̩;1
mɛlɑnɑspɹ̩;1
klɔɹowz;2
ætowməsi;1
mækɹowl;8
mowtəl;24
kojd;32
d͡ʒʌsju;11
ɹɑni;160
kæsɪn;4
sajænəfajts;1
ɹowdəfajts;2
fiow;33
pɪɹow;29
dinow;8
ɡlɛnow;2
fajsi;3
ɹ̩owkən;2
sɪnʊɹow;1
stɪɡ;106
ɹɑɹæk;1
bajɹəɡ;1
kɑspɹ̩əd;2
sɛfejlu;1
spɔɹow;37
sɛdɪs;7
lowsɪfən;1
ɹɑdəkətɹi;1
klɔɹəkətɹi;1
towə;36
t͡ʃæɹə;8
spɔɹz;43
fowlow;7
ɹɛdz;78
flɔɹɪdiow;1
nowdz;280
wɹ̩lz;10
kɔɹəlajn;1
hajldən;1
ejlz;104
plɹ̩;230
bojɑdz;3
sojd;17
pɑmɛl;1
pɛɹɛnt͡ʃi;3
kɛlps;3
tɹ̩fs;7
tɹ̩f;41
kɔɹəlz;22
mɑnowsp;4
hajts;220
kænəpiz;6
t͡ʃɛɹ̩əsi;1
mɔɹɪɡ;16
bajows;320
θejts;1
lajkənz;22
lajkənɔl;2
bajownt;17
bajɑnts;18
kɑmi;74
lajkən;23
tɹɛntəpowliə;1
lajkənajzd;1
tɹʌŋks;16
ɹifs;95
əskəl;37
skəl;93
tɪniə;11
stowni;59
mætip;1
dini;44
blit͡ʃ;49
spʌnd͡ʒəz;24
bajən;266
kɹʌm;70
t͡ʃɑn;240
ajsiə;2
ɹowdəfi;2
fɛɹəmownz;13
hɹ̩bɑɹ;17
kwɑzu;9
kɔɹəlinz;1
d͡ʒiɑɡ;30
spɔɹ;16
flɔɹɪs;18
ajtajz;28
hʌlz;20
klæθɹow;1
fʌm;38
skiowɛldi;1
ælps;269
t͡ʃejnz;251
lɛntɪk;4
lɪθə;25
hejlow;148
mɑfɪlɪk;6
kɹjəfɪlɪk;1
ɪpɪbiownt;1
lajkɛnɪk;1
tæŋ;148
ejɡɹ̩;120
majkɹow;96
ɔɹɡən;95
d͡ʒɪnɪk;3
ɡɛlɪŋ;26
flejvɹ̩z;22
æbəlowni;122
bajəmæs;61
tæŋks;412
mɛɹ̩əl;1
najəsən;6
pətəz;287
dunæliəl;1
kɛɹətin;8
t͡ʃoj;26
ownɔɹi;1
dʌls;22
kɑt͡ʃjujow;1
plæst;27
owmɛɡə;72
æsədz;633
əminow;439
ɛtəklow;1
sisə;9
ɑɹ̩æki;2
tɹɪɡlɪk;8
ɛɹajd;1
æɛnowɪk;1
ɪkows;1
ejpən;15
tɛnowɪk;1
ɛpə;51
flæksid;6
lɪnowlɛnɪk;2
suəd͡ʒ;56
ɹɪt͡ʃt;43
æts;49
sidlɪŋz;13
flɑps;12
t͡ʃɑkɑk;3
ɹɛzənz;68
bajowd;18
kɹətənojdz;8
fɪlz;73
ɹæd͡ʒinən;4
ɡejpɑɹk;1
kowtɛk;4
plɛst;132
fɹuɪʃən;29
tejsədənts;27
stɪɡlɹ̩;8
skwɛɹz;163
ləplejs;48
ɡaws;124
d͡ʒiɑdəsi;5
ɪlow;81
mɛndiliən;12
wɪnɪfɹɪd;7
sown;68
d͡ʒɹ̩zi;14
hwæuəz;1
bɹ̩nɑɹdz;3
mɛntɹ̩;19
ɪlu;65
mɑsədəs;3
pɪɹs;130
ænskowm;9
kɛmpθɹ̩n;6
kɑks;232
ɹɛmz;89
ɹɪθ;276
plajkə;71
kɔt͡ʃi;178
ɹɪθəm;670
skæl;94
df;51
skejld;62
fkɹɪt;1
lɛvəl;1
wɛlt͡ʃ;814
ɪɹowsədəs;2
tɹɪmd;27
sɹ̩ajzd;2
fɔɹsajð;8
kɹʌskəl;5
wʌnuwejtɛsts;1
zz;23
jz;90
zɪz;7
sɪɡnəf;48
tjuki;8
kld;10
mɡ;228
bawndz;94
ɹiɡɹɛs;6
ɑmow;48
kejb;11
pisɑni;3
pɹ̩vz;2
təbɑk;1
sɑkɹ̩;1
sawθɑmp;155
ælkə;217
əsɪklɪk;20
tɹɑɹ;95
ɛθəl;57
mɛθəl;114
mɛθajlθəl;1
tɛtɹejd;2
klowlkə;14
bɹɪdajzd;15
sɑlədz;144
sætp;1
mɛθi;39
mɛθənəd͡ʒɛnɪk;4
ælkəl;84
ɡɑnəəl;3
ælkənəl;2
ɛɹɪl;30
mɛɹɪzəm;27
pɹowpejn;39
ajsowbu;6
ajsowpən;4
niowpən;3
mɛθəlpən;4
dajmθəlbu;4
dajmθəlpən;1
ɛθəlpən;2
tɹimθəlbu;1
dajmθəl;38
tɹimθəlpən;7
tɹimθəl;3
ɑd͡ʒɪnɪk;7
klowbu;4
ətɪz;2
jn;47
ən;97
mɛθənɑl;37
iθɹ̩;34
ʌnɪk;1
tajɹɪk;13
nɑnejn;4
klowpən;18
pɹəl;7
næf;86
ajspɹəf;1
mɛθəlbu;6
sɛtən;4
kowsɑn;8
ʌɪdz;72
wæksi;19
wəlz;23
ɡæsiəs;77
tɹowpi;112
dɹowfow;55
lɪpəfɪlɪk;10
bitəlz;175
bitəl;386
kkæl;21
tajpɛɹi;1
zɪɡzæɡ;27
fɹɑɹ̩d;151
tɹowskəpi;117
nmɹ̩;23
nænsɪz;152
mɛθajn;1
klivd;5
pɹ̩æsədz;4
mɛðə;1
tɹowfɪlɪk;14
ɹiejd͡ʒənts;41
dajɑksi;1
nf;100
kæʃən;57
t͡ʃiɑm;8
smowk;199
d͡ʒɛnə;75
hælowlkə;9
bʌlki;20
dɹæns;20
ɪkləps;13
tɛtɹæm;14
ɛθəlbu;1
dɪstə;43
mɑnəks;55
θælpi;29
ɛɡzowθɹ̩;27
stɹækts;19
bɹowmi;28
ælt;83
ɹ̩ɑlət;2
kæʃənz;60
ɹ̩ejnd͡ʒ;31
ɪnʌm;172
fownət;5
bɑksəlɪk;65
fɑnəl;4
ɑfɪlɪk;18
stɹæk;139
pɛntflu;10
ɛsbiɛf;2
d͡ʒupətɹ̩;152
pipiɛm;91
juɹənəs;24
nɛp;126
pɹowb;137
kæsi;42
hajæku;3
ajsəz;32
ɔɹajts;24
bownə;262
t͡ʃaws;263
dɹajts;22
pb;73
t͡ʃejiə;27
klæθɹejt;4
dɹejt;43
mɛθənəd͡ʒənz;3
vɔɹz;157
jists;28
pɪkiə;1
fowð;2
ɹɛzən;101
bɑksi;36
d͡ʒɛnɪk;266
lɪɡɹæmz;14
tejd;10
lowtɹɛkɪs;1
kəlownəs;2
tejɪkəsɑn;2
tsitsi;7
ɡlɔsi;21
fɛɹəmown;10
biz;268
dɹejnə;2
t͡ʃɪd;18
ɑfɹɪz;1
sf;89
ɡowdz;20
lʊɹd;30
bjutəl;11
lɪθi;262
dɹowksi;21
ɛθənɔl;76
ælkinz;86
hɑlajdz;113
dɹɑks;312
mɛnsən;1
bɑnəl;40
ɔldi;111
ælkajnz;63
wɹ̩ts;22
ælkin;47
ɹks;86
kʌpɹejt;1
ɡɪlmən;10
ɹiejd͡ʒənt;40
lɪkwi;3
lpɡ;5
hitɹ̩z;39
lajtɹ̩z;6
d͡ʒajnz;503
ajsuk;1
ɡɑsow;49
bajowvejl;19
flæməbəl;57
dɹawsi;10
bajədəɡɹæd;26
ælkajn;21
ælɪfət;29
nɑnən;7
vɛsts;30
pɛli;16
klejmənt;31
vɛnɹ̩;2
bɹifs;30
stæt͡ʃut;180
ɹɑɹi;59
d͡ʒɛɑp;27
ɑɹdi;16
fɛləni;63
lowkju;12
ajɹɛkt;1
stæt͡ʃuts;115
ɹɪts;59
pɹajvd;88
mændə;168
əfɹɛʃ;2
bunəlz;16
kɹ̩b;67
fɹɪv;15
fɛnz;154
fajld;308
spɛt͡ʃi;41
fisi;57
dɑməs;5
sɑləm;38
plejnt;70
ɡɪlti;323
ɹɛsti;31
pɹu;74
swɹ̩z;108
ənu;15
kejslowd;1
tɹɛnt͡ʃt;42
ɡejən;35
sændi;138
bejən;25
ɡɹæft;52
læŋkən;112
ɛvɹ̩;41
pɹ̩ɪmp;6
tɛndɪɹ;3
towdi;117
kjʊɹɹ̩;4
fɛnsəz;181
plidz;14
fɔɹtej;17
dɛsk;183
kæθɹɪn;64
kwajɹ̩;140
nuɹ̩k;49
pajks;25
ətɑp;84
æntlɹ̩z;10
sajləs;24
kowni;63
stæt͡ʃɹ̩;54
stajmid;9
ɛlvɪs;73
sinə;72
t͡ʃɑɹts;302
ɹ̩iθə;6
ɹɛsəl;40
bɹɛn;144
lʌvɪt;11
d͡ʒejmi;70
kɑlɪn;14
nbɑ;115
tɪŋd;10
zlvi;42
twɪt;60
ɡlɛn;274
ɹiuzd;40
sɑk;546
d͡ʒɔŋ;55
lowpɛz;39
ɡʌθɹi;138
məklɔɹɪn;2
ði;40
ðajn;8
flɔ;36
ajɑmz;210
ʃɪn;230
bajk;110
məd͡ʒɛstiz;5
dænsɹ̩;171
liæn;24
ɔld;8
læŋ;188
mp;267
əlaw;2
ædlz;5
bejðɪŋ;56
t͡ʃɛɹz;77
aw;88
pəsts;46
ɡɪvɹ̩z;11
bajks;27
bajlz;103
səpajn;8
lɪfts;34
bɛlts;42
slɪd;60
slɪŋ;30
d͡ʒʌstəbəl;20
wilz;143
ɡlajdz;12
bw;16
bajowmɛt͡ʃə;1
θowsɪz;1
θət;4
θɑtɪks;1
dɔf;4
lɛvɹ̩z;19
dɹawlɪks;6
dɹ̩əns;94
ɡɪɹz;28
ʃul;275
θaj;31
bɹejl;337
bɑsɹ̩z;13
ɹɪkɔɹdɹ̩z;26
vojsowvɹ̩;13
ɡuɡəl;204
əlawd;26
ɪŋkpɹɪnt;3
smɑɹt;187
lɑɹd͡ʒɪz;3
zum;28
bʌmp;26
plɑd;89
zplɔɹ;1
sowlv;273
sɛlɹ̩əm;8
vəsɪn;129
mowm;60
pʌðɹ̩;10
ætm;113
kiɔsks;5
snɑpi;1
læsiow;1
əkus;353
dɛsi;18
bɹɛl;98
ætk;71
ɹowpɪd͡ʒ;1
pɹɑmpts;14
wækə;4
mɹu;36
sejvz;68
kɑkɹən;76
spunz;10
fɔɹks;29
jutən;14
skupt;5
əsts;70
ɡlʌvz;55
lɪmpɪk;32
zməl;40
ʃɛlf;127
ip;16
kɔt͡ʃ;50
ɡɹɪps;22
mæθməl;1
ɡɑnɑmɪks;4
dvow;10
ɡɑnəm;6
plʌɡ;108
ədæptɹ̩;59
mowtɪks;1
majndɹ̩z;8
kɪt͡ʃən;113
ʌvən;33
wipow;30
plæntəbəl;7
smɑɹtɹ̩;10
æpəl;236
tɹæək;1
ɛtəl;98
pɹiskul;20
najdɹɹ;2
ɡɔlədɪt;1
pɹəvajdɹ̩z;134
dʊɹəbəl;57
fɑkswɛl;1
æbɑt͡ʃi;9
bidz;217
kwinɛɹi;4
fajvz;5
kjub;123
ɹɪzəm;27
t͡ʃænts;202
klɹ̩ks;27
əbæks;3
stɹun;13
əbəkowz;1
æbæt͡ʃɪst;1
ɹʌk;47
əkejmənid;127
pɑɹθi;61
səlɑmiz;47
slæb;40
ɡɹuv;33
awnsəz;12
æbæt͡ʃəsts;1
sɪlvɛstɹ̩;48
wajɹ̩z;72
wɪdθs;21
owvəl;149
bid;132
skɹowl;89
fajbaw;1
məkowb;1
sʌbænd;14
najɑ;21
sɹəbən;3
mʊɹow;6
ədɑpts;32
ɹɔŋd͡ʒi;3
ɡɔɹjiow;7
nɛpow;20
hwɑlts;1
ɪntsɪn;10
æztɛk;59
nəfuəlts;9
nɑhu;36
ætəl;62
fəəl;2
kæk;146
təmælpk;1
ɪtzɪn;2
pɑɹzə;2
d͡ʒejd;44
owlmɪk;5
kætn;21
kwɪpu;1
kwejkwə;19
pɑskwɑlej;13
pænəz;2
bownək;17
ʃəti;2
kowpəks;1
bawd;183
pɪnd;24
ʃɑps;243
ɑdn;1
jɑkɔv;8
sɛlət;5
kɔɹɪb;1
ɹɛkən;5
fejn;59
kɹæn;127
nejmɪθ;1
zjusuən;1
t͡ʃɪsən;2
bɑp;33
nɑpi;46
ɹiɑsi;21
lawɹi;54
ɹə;137
sawɹ̩;81
səlut;43
əsɪdɪk;142
dɹowklow;73
əsɛtɪk;46
kɑɹbow;7
bɔɹɪk;50
bɔɹɑn;431
bf;74
əmajnz;137
svænti;9
dɹnz;8
ɛkwi;330
mowlz;24
litɹ̩;19
hkəl;49
zin;76
tɛtɹflu;10
dɪz;257
tɹowfajl;7
əlejt;17
sɑlvz;96
dɹojiəd;2
bɹɑmɪk;16
hbɹ̩;15
